#Table1
sdss_ra,sdss_dec,wise_ra,wise_dec,r,plate,mjd,fiberid,z,oiii_5007_flux,h_beta_flux,h_alpha_flux,nii_6584_flux,w1mpro,w2mpro,w3mpro,w1_w2,w2_w3
26.1192751714205,-9.2004576461638,26.1192959,-9.2003801,19.01184,664,52174,474,0.121821,18.03049,32.1221,143.7611,64.27509,14.124,13.857,10.445,0.2669992,3.412001
9.45912321947034,-9.09082589991014,9.459044,-9.0907359,19.12969,655,52162,375,0.05288201,206.9122,130.5312,0,0,15.601,15.404,12.19,0.1969995,3.214001
13.5307927607773,-9.03256423549003,13.5308545,-9.0324793,19.84419,657,52177,533,0.05548667,25.54301,32.04676,105.4113,21.98057,15.73,15.643,12.019,0.08699989,3.624
25.7959159980606,-8.44450650994699,25.7964636,-8.4435877,18.33155,664,52174,335,0.0184311,72.80647,69.60523,217.0663,39.49055,14.548,14.452,11.619,0.09600067,2.832999
13.5349584938779,-10.8751032159783,13.5349191,-10.8750926,19.51804,657,52177,210,0.05503586,16.8415,39.45945,140.8819,39.91289,14.907,14.732,11.21,0.1749992,3.522
14.1299518070539,-10.400657637714,14.129935,-10.4006461,18.26077,658,52146,267,0.1035949,22.47082,21.38309,77.82693,61.21684,13.201,13.025,9.975,0.1760006,3.049999
14.2622381100194,-10.0742509622407,14.2622538,-10.0742739,19.5415,657,52177,79,0.05895991,19.98167,48.72184,179.6227,55.28795,15.188,14.945,11.523,0.243,3.422
3.86574236922452,-9.72868416738788,3.8658434,-9.7287612,18.80705,652,52138,480,0.08629372,23.30974,85.24187,392.9843,169.1692,12.944,12.711,8.711,0.2329998,4
7.18668676926694,-9.73817625653674,7.1866087,-9.7381787,18.18212,653,52145,622,0.0348148,35.40016,153.315,717.268,291.6286,12.291,12.084,8.052,0.2070007,4.032
11.9669620806461,-9.64649931872262,11.9670769,-9.6464495,19.72456,656,52148,555,0.02021215,14.6898,25.13849,73.64717,25.71673,14.25,14.136,10.729,0.1140003,3.407
0.0655448478116796,-8.89108319433919,0.0648809,-8.8917091,17.44789,650,52143,460,0.0559129,25.97986,36.37255,185.1703,147.9352,13.689,13.6,10.482,0.08899975,3.118
12.5051956892868,-8.78411484163612,12.5052827,-8.7841701,19.98486,656,52148,609,0.05210449,10.66485,14.33061,47.84752,12.71271,16.041,15.958,12.038,0.08300018,3.92
12.8198985036288,-8.6942407720541,12.8198768,-8.6942366,19.01602,657,52177,374,0.1849336,23.08671,68.88322,398.2905,214.8773,14.11,13.589,9.571,0.5209999,4.018
3.38141881381063,14.1293861141217,3.3812456,14.1292122,19.78447,752,52251,126,0.04517535,66.08867,34.9284,124.8647,9.997992,15.521,15.212,12.504,0.309,2.708
19.6532330574953,14.05735630845,19.6528815,14.0572455,18.54626,423,51821,70,0.0565645,38.46323,76.65861,395.7892,148.0065,13.862,13.575,9.731,0.2870007,3.844
5.89351875186884,14.9709048979394,5.8934533,14.9709326,19.08147,753,52233,171,0.1531879,29.915,53.6641,413.2099,184.4224,13.438,12.867,8.638,0.5710001,4.229
12.9264237875554,14.800942078914,12.926091,14.8007452,19.31553,420,51871,223,0.0857557,11.94489,24.3779,136.8546,49.90285,14.377,14.282,10.313,0.09500027,3.969
